的	1
，	2
.	3
是	4
（	5
）	6
、	7
a	8
中	9
b	10
c	11
d	12
在	13
．	14
和	15
。	16
与	17
为	18
下列	19
细胞	20
：	21
②	22
①	23
基因	24
③	25
正确	26
④	27
了	28
1	29
上	30
染色体	31
叙述	32
有	33
时	34
“	35
”	36
过程	37
年	38
不	39
(	40
)	41
都	42
对	43
实验	44
2	45
主要	46
中国	47
杂交	48
有关	49
后代	50
形成	51
图	52
环境	53
生物	54
进行	55
发生	56
一个	57
比例	58
内	59
不同	60
3	61
后	62
；	63
产生	64
如图	65
4	66
该	67
+	68
方式	69
可以	70
其	71
地球	72
材料	73
表示	74
关于	75
太阳	76
错误	77
dna	78
基因型	79
激素	80
可	81
等	82
到	83
遗传	84
我国	85
也	86
蛋白质	87
个体	88
—	89
发展	90
能	91
性状	92
,	93
°	94
果蝇	95
…	96
由	97
调节	98
培养	99
下	100
﹣	101
需要	102
变化	103
分别	104
则	105
⑤	106
从	107
作用	108
使	109
数量	110
请	111
可能	112
精子	113
以	114
影响	115
来自	116
属于	117
人体	118
分离	119
用	120
将	121
植物	122
结果	123
若	124
于	125
方法	126
问题	127
进入	128
卵细胞	129
某	130
人口	131
增长	132
出现	133
杂种	134
白眼	135
f2	136
通过	137
2ml	138
合成	139
结构	140
或	141
变异	142
生产	143
回答	144
能力	145
分子	146
控制	147
均	148
表现型	149
生活	150
所	151
抗	152
部分	153
具有	154
分析	155
但	156
重要	157
农业	158
社会	159
曲线	160
亲本	161
人	162
含有	163
多	164
植株	165
地壳	166
自然	167
受精卵	168
并	169
遗传病	170
这种	171
正常	172
要	173
原理	174
分裂	175
没有	176
地方	177
红眼	178
病毒	179
/	180
试剂	181
《	182
》	183
分配	184
现象	185
胰蛋白酶	186
→	187
条件	188
完成	189
载体	190
转基因	191
动物	192
所示	193
体细胞	194
这	195
地区	196
被	197
一种	198
两对	199
甲	200
相关	201
呈	202
北京	203
分	204
最	205
物质	206
12	207
黑色	208
f1	209
相同	210
企业	211
％	212
ⅱ	213
会	214
地幔	215
大	216
α	217
含量	218
高	219
一般	220
成为	221
利用	222
目的	223
水	224
示意图	225
其中	226
受	227
根据	228
原因	229
而	230
乙	231
基因突变	232
比	233
型	234
位于	235
同源	236
减数分裂	237
一	238
月	239
颗粒	240
有丝分裂	241
据此	242
委内瑞拉	243
同学	244
r	245
腐乳	246
吸收	247
再	248
5	249
受精	250
基本	251
技术	252
时期	253
重组	254
能量	255
线粒体	256
结合	257
酶	258
致病	259
已	260
显性	261
时间	262
体内	263
种群	264
增加	265
发现	266
组织	267
代谢	268
建立	269
收入	270
稳态	271
地核	272
行省	273
葡萄糖	274
分泌	275
较	276
操作	277
经	278
做	279
为了	280
大量	281
两种	282
以下	283
判断	284
x	285
皇帝	286
抗体	287
工程	288
思想	289
图中	290
日冕	291
色球	292
光球	293
下降	294
组成	295
数目	296
雌	297
红色	298
草鱼	299
鲤	300
鲤鱼	301
还	302
艾滋病	303
核糖体	304
斐林	305
鳟鱼	306
等位基因	307
导致	308
它	309
日	310
以上	311
不足	312
小	313
鹦鹉	314
画眉	315
--	316
信息	317
培养基	318
细菌	319
差异	320
获得	321
只有	322
来	323
活动	324
叶绿体	325
他	326
酵母菌	327
如下	328
胚胎	329
是否	330
无	331
遵循	332
经济	333
世纪	334
政治	335
合理	336
自由组合	337
配子	338
说法	339
由于	340
减数	341
特点	342
条	343
改变	344
孟德尔	345
自交	346
研究	347
野生型	348
雄	349
交配	350
只	351
？	352
豌豆	353
不能	354
鲢鱼	355
及	356
×	357
血液	358
溶液	359
民族	360
占	361
消费	362
说明	363
:	364
遗传物质	365
反映	366
至	367
